iter	Logloss
119	0.453883604
120	0.4532397344
121	0.4515706728
122	0.4502568528
123	0.4485741076
124	0.4476519124
125	0.4467221834
126	0.445875182
127	0.4447515156
128	0.4426223261
129	0.4412135906
130	0.4407753026
131	0.4399534381
132	0.4387130822
133	0.4378810777
134	0.4366998829
135	0.4350614573
136	0.4340753392
137	0.4329794708
138	0.4320870977
139	0.4304303431
140	0.4289657137
141	0.427638803
142	0.426264434
143	0.4255247952
144	0.424783047
145	0.4239818595
146	0.4230203394
147	0.4216991622
148	0.420616698
149	0.4195175335
150	0.4176326802
151	0.4169012833
152	0.4158349896
153	0.4150466767
154	0.413739421
155	0.4127586681
156	0.4119018496
157	0.4110107277
158	0.4099090837
159	0.4088894847
160	0.4082731163
161	0.4072827209
162	0.4062105207
163	0.405041829
164	0.4038842717
165	0.4032969687
166	0.4023762229
167	0.4013621237
168	0.4005961154
169	0.3993153586
170	0.398069782
171	0.3971889975
172	0.3965894437
173	0.3957869907
174	0.3948225506
175	0.3939855063
176	0.3931115087
177	0.3926406977
178	0.3909897195
179	0.3896853761
180	0.3886766744
181	0.3877295071
182	0.3866812621
183	0.3854252293
184	0.3845423278
185	0.3835191811
186	0.3824682167
187	0.3817454521
188	0.3812889658
189	0.3806501838
190	0.3800395777
191	0.378884969
192	0.3783627321
193	0.3779379751
194	0.3772249317
195	0.3765912618
196	0.375803009
197	0.3746756264
198	0.3738893285
199	0.3725683308
200	0.3714148547
201	0.3708399153
202	0.3703413423
203	0.3692923364
204	0.3685540718
205	0.3679424945
206	0.3672323371
207	0.3665134818
208	0.3655354779
209	0.3648346384
210	0.3637144628
211	0.3631822385
212	0.361825857
213	0.3609609456
214	0.3604769695
215	0.3595405452
216	0.3590517152
217	0.3585981949
218	0.3576588353
219	0.3569356525
220	0.3561743316
221	0.3554446831
222	0.3546210564
223	0.3538315654
224	0.3528118408
225	0.3520119924
226	0.3515968373
227	0.3510688558
228	0.350291234
229	0.3497147019
230	0.3489715735
231	0.3484789559
232	0.3476898752
233	0.347166053
234	0.3466058328
235	0.3461171268
236	0.3451074703
237	0.3441725417
238	0.3436340039
239	0.3429402466
240	0.3422426665
241	0.3416536589
242	0.3407890981
243	0.3401532969
244	0.3397148115
245	0.339155472
246	0.3385240006
247	0.3377538267
248	0.3369035276
249	0.3365852165
250	0.335961181
251	0.3354292544
252	0.3347225695
253	0.3337192391
254	0.3331667081
255	0.3325232295
256	0.3317923899
257	0.3313592377
258	0.330858058
259	0.3297949619
260	0.3290144164
261	0.3286651301
262	0.3278985027
263	0.3271441358
264	0.3266485895
265	0.3259707409
266	0.3255036715
267	0.3249912717
268	0.3246276243
269	0.3240953975
270	0.3232050219
271	0.322462449
272	0.3220872884
273	0.3216184872
274	0.3211366398
275	0.3204764735
276	0.3197583804
277	0.3193471925
278	0.3186102888
279	0.317562177
280	0.3169098743
281	0.3162217702
282	0.3157588347
283	0.3152671711
284	0.3146650463
285	0.3139134985
286	0.3135433833
287	0.3130236387
288	0.3127903419
289	0.3120688765
290	0.3113020841
291	0.3108625365
292	0.3101560254
293	0.3095670871
294	0.3091013393
295	0.3085425592
296	0.3082108857
297	0.307725209
298	0.3072626207
299	0.3069588983
300	0.3065184823
301	0.3061722641
302	0.3058287702
303	0.3052115003
304	0.3046479279
305	0.3039970869
306	0.3035795686
307	0.3030361048
308	0.3026198222
309	0.3022538507
310	0.3018585818
311	0.3012613837
312	0.3006824744
313	0.3002349038
314	0.2994780053
315	0.2988289905
316	0.2983568298
317	0.2975563038
318	0.2970896925
319	0.2962434254
320	0.2957649016
321	0.2952086891
322	0.2947110362
323	0.2942118342
324	0.2936101976
325	0.293143106
326	0.2925963326
327	0.2922083607
328	0.2917152546
329	0.2912907552
330	0.2908391866
331	0.2904694709
332	0.2901807759
333	0.2894142681
334	0.2890914997
335	0.2886962188
336	0.2883496439
337	0.2877666951
338	0.287157278
339	0.2869491291
340	0.2865365651
341	0.2861251387
342	0.2854539403
343	0.2851650605
344	0.2850804455
345	0.2846896227
346	0.2842288199
347	0.2837312664
348	0.2832913031
349	0.2827642433
350	0.2826231848
351	0.2821076041
352	0.2818071819
353	0.2814621545
354	0.2810030449
355	0.2804510175
356	0.2800539592
357	0.2796792168
358	0.2791404753
359	0.2785627576
360	0.2781450179
361	0.2776970777
362	0.277289527
363	0.2768567296
364	0.2763715384
365	0.2760156594
366	0.2754576945
367	0.2748760503
368	0.2743505099
369	0.2738160893
370	0.2733192087
371	0.2727314325
372	0.2724429605
373	0.2718643197
374	0.2714261434
375	0.2710987285
376	0.2706535912
377	0.2703724105
378	0.269911737
379	0.2694922786
380	0.2689803837
381	0.2684865279
382	0.2679769639
383	0.2674941767
384	0.2671389095
385	0.2666793703
386	0.2662449069
387	0.2658367402
388	0.2655712091
389	0.2650458117
390	0.2648709286
391	0.2645375021
392	0.2642033088
393	0.2637807413
394	0.2632545275
395	0.2627799123
396	0.2623292383
397	0.2617699839
398	0.2612088291
399	0.2609182284
400	0.2605147208
401	0.2598947697
402	0.25964738
403	0.2592265491
404	0.258665802
405	0.2582578646
406	0.2580982245
407	0.2575848451
408	0.2572490998
409	0.2569741116
410	0.2566821226
411	0.2562895721
412	0.2559086026
413	0.2554342165
414	0.254933453
415	0.2546407027
416	0.2543145653
417	0.2538534885
418	0.2533162817
419	0.2529206115
420	0.2523396212
421	0.2518388503
422	0.2514459756
423	0.2510035556
424	0.2506768369
425	0.2503263938
426	0.2498787493
427	0.2495159946
428	0.2491733222
429	0.2488557838
430	0.2485671533
431	0.2481489694
432	0.2479919332
433	0.2475482812
434	0.247243731
435	0.2467302308
436	0.2463546185
437	0.2461603604
438	0.245841257
439	0.2455886903
440	0.2451435594
441	0.2446827463
442	0.2443246065
443	0.2439463483
444	0.2436204074
445	0.2433504461
446	0.2430101554
447	0.2424765047
448	0.242290386
449	0.2418708561
450	0.2414242704
451	0.2410482734
452	0.2406905855
453	0.2404287323
454	0.2401355195
455	0.2398698809
456	0.2395122171
457	0.239273246
458	0.2389821419
459	0.2386854295
460	0.2383695101
461	0.2378493575
462	0.2375988997
463	0.2373440073
464	0.2371517768
465	0.2368181619
466	0.2364392639
467	0.2360493888
468	0.2357324095
469	0.2352180275
470	0.2348038116
471	0.2343785119
472	0.2339883039
473	0.2336601164
474	0.233392488
475	0.2331119554
476	0.2328362448
477	0.2324154475
478	0.2321941348
479	0.2318780477
480	0.2314844059
481	0.2311644572
482	0.2307813041
483	0.2303989134
484	0.2300181493
485	0.2295580237
486	0.2291368121
487	0.2288339309
488	0.2285217553
489	0.2281788925
490	0.2278913464
491	0.2274866408
492	0.2272720659
493	0.2267487884
494	0.226475376
495	0.2260560464
496	0.2257614576
497	0.2254941702
498	0.2252935794
499	0.225013967
