Date,Volume,SMA_5,EMA_12,EMA_26,RSI_14,MACD,BB_upper,BB_lower,Momentum_10,Volatility_10d,SMA_5_XLK,EMA_12_XLK,EMA_26_XLK,RSI_14_XLK,MACD_XLK,BB_upper_XLK,BB_lower_XLK,Momentum_10_XLK,Volatility_10d_XLK,DailySent,HasSent,Return_5d,y_5d,Sent_5d_Avg,SentimentSignal,bullish_sentiment_rsi,bearish_sentiment_rsi
2022-11-23,5558900,148.8140015,151.3741241,152.322543,54.64988352,-0.948418879,166.9644244,137.9345777,10.18000793,0.039851441,132.4559998,130.7948894,128.5056409,75.25973992,2.289248445,138.1284999,118.1225011,13.4200058,0.026650925,0.8519978523254395,1,0.562204465797199,1,0.3357079755514861,1,0,0
2022-11-25,3023700,149.5460022,151.678106,152.3986514,61.68674427,-0.720545416,166.243398,138.0156047,-2.949996948,0.025084602,132.7880005,131.2264458,128.8830013,71.43829207,2.343444482,138.7038342,118.4891673,2.700012207,0.011807496,-0.958443820476532,1,0.2703617373687159,1,0.0982520859688521,-1,0,0
2022-11-28,7931700,150.676004,151.9876285,152.494307,58.48564132,-0.506678517,164.8474382,138.4785643,-4.039993286,0.024841892,132.5180023,131.1516088,129.0205572,62.77686183,2.131051648,138.798843,118.5101589,-2.399993896,0.012665451,0.9405635297298433,1,0.0437895039672908,1,0.2667143747210503,1,0,0
2022-11-29,6398100,152.0420013,151.9402999,152.4339875,54.31097926,-0.493687526,163.2599815,138.9750206,-6.980010986,0.024850066,132.276004,130.8913623,129.053109,58.68204812,1.838253352,138.8773781,118.5906242,-2.539993286,0.012744985,0.2140170335769653,1,0.0965850496607321,1,0.311879925429821,0,0,0
2022-11-30,14591500,154.2420013,153.2187153,153.0129513,66.05471721,0.205763977,163.3477023,138.9302991,-1.820007324,0.030397431,132.828006,131.6711538,129.564731,72.30815943,2.10642274,139.7849283,118.5990744,2.36000061,0.020340814,-0.3007081534181322,1,0.184960968593753,1,0.1494852883475168,-1,0,0
2022-12-01,6718900,231.9519989,240.5629314,250.6530231,35.66366245,-10.09009175,269.3670131,224.6989857,-16.70999146,0.03100077,167.2100006,169.6826069,170.0320958,42.56884638,-0.349488885,178.6248938,163.5231073,-7.13999939,0.012243369,-0.41363903750544,1,-0.3035781373914581,0,-0.103642089618659,-1,0,0
2022-12-04,4832200,197.6820007,203.9927754,206.9511316,35.38378348,-2.958356179,226.0545498,193.576453,-26.47999573,0.021969228,151.5580048,153.9902183,154.5162132,39.84747022,-0.525994907,164.5365365,147.4224708,-15.58999634,0.013578339,0.0,0,-0.2695960376195527,0,0.1100583430958091,0,0,0
2022-12-05,10187500,164.4279999,170.9331156,180.0382438,42.6393933,-9.105128247,194.5690151,157.3869846,-25.32000732,0.035281442,135.4480042,139.2869637,143.7113192,38.50426253,-4.424355524,153.5298102,131.9501947,-16.08000183,0.028519272,-0.6113564848899842,1,-0.1702407145833551,0,-0.2779216605591477,-1,0,0
2022-12-07,7073000,173.1119995,172.0438016,172.3054912,49.59599227,-0.261689604,183.045871,157.9311279,-14.97999573,0.028348776,131.2179962,130.265754,131.4120358,53.84285786,-1.146281771,134.3577198,123.0862782,-3.300003052,0.015204497,-0.8701318204402924,1,-0.1846330579143281,0,-0.5489588740634621,-1,0,0
2022-12-08,3846200,187.4440002,185.8954089,181.8658627,62.55981378,4.029546219,196.1884176,169.8525813,5.869995117,0.021709657,147.3220001,145.3610367,141.3423174,74.9300417,4.018719273,152.9865825,131.104421,6.38999939,0.014476208,-0.580333803097407,1,-0.2903786585686936,0,-0.6188652864832809,-1,0,0
