Date,Volume,SMA_5,EMA_12,EMA_26,RSI_14,MACD,BB_upper,BB_lower,Momentum_10,Volatility_10d,SMA_5_XLK,EMA_12_XLK,EMA_26_XLK,RSI_14_XLK,MACD_XLK,BB_upper_XLK,BB_lower_XLK,Momentum_10_XLK,Volatility_10d_XLK,DailySent,HasSent,Return_5d,y_5d,Sent_5d_Avg,SentimentSignal,bullish_sentiment_rsi,bearish_sentiment_rsi
2019-01-03,11097800,163.0579987,163.1569961,164.1826699,34.61304927,-1.025673769,170.7418242,158.6321748,-1.669998169,0.009996972,71.07399902,70.24593914,69.18537584,92.40515861,1.060563302,72.0716675,66.571331,2.269996643,0.004745632,0.0,0,0.00833745459368582,1,,0,0,0
2019-01-04,10381500,166.897998,166.6224865,166.4928697,44.68996754,0.12961673,174.8486891,160.6203096,8.229995728,0.010558505,73.73400116,73.39589256,72.28102029,68.85060736,1.114872273,75.60157565,69.56242353,1.709999084,0.013000247,0.0,0,0.01477180240283826,1,,0,0,0
2019-01-05,15996600,193.1919983,187.0740211,181.0641127,77.15102235,6.009908415,196.1256928,168.0303054,14.16000366,0.02001177,78.64400024,78.0581003,76.6834717,81.04970013,1.374628597,79.76405432,74.9569433,1.340003967,0.004164283,0.0,0,-0.00975496761665939,0,,0,0,0
2019-01-07,14181800,190.4,188.3828735,185.1800799,71.93755043,3.20279359,200.7217088,164.7122924,3.990005493,0.011046027,78.04799957,77.7298991,76.81935134,63.26059573,0.910547756,80.16301712,73.71298309,3.119995117,0.011406108,0.0,0,-0.00024353575815461,0,,0,0,0
2019-01-08,17777000,195.9379974,197.8034752,196.526507,27.46843882,1.276968215,207.1184419,192.7445571,-8.050003052,0.013205866,81.65399933,81.35957863,80.46975444,44.42856799,0.88982419,83.16037734,79.05962388,-0.680000305,0.007908308,0.0,0,0.0011778225738923599,1,,0,0,0
2019-01-10,17073000,178.7800018,181.9335945,184.2215243,25.15672842,-2.287929795,194.5030296,176.3089714,-12.27000427,0.013355515,80.28999939,80.38419971,80.25167476,39.99998018,0.132524947,82.08398956,79.46801163,-1.510002136,0.009514325,0.0,0,0.00751378833776339,1,,0,0,0
2019-01-11,21711800,190.4459961,188.6175175,186.6361058,64.14114559,1.981411616,195.1588104,177.2621872,7.769989014,0.017863073,83.84799957,82.83394688,81.88729839,65.76577676,0.946648483,84.8832724,78.77472702,3.759994507,0.009813673,0.0,0,-0.00982336835730703,0,,0,0,0
2019-02-04,23946500,168.2019989,167.7882573,167.063768,51.20745173,0.724489263,175.4117461,160.3512529,12.62998962,0.013620197,74.10800018,73.68421627,72.50242595,68.08012946,1.181790322,75.93458739,69.67041139,1.819999695,0.013004788,0.0,0,0.01463835947425931,1,,0,0,0
2019-02-05,13209500,193.0459991,187.9134023,181.9134376,76.63124495,5.9999647,197.2117739,168.8432249,13.75,0.020116678,78.49199982,78.06454617,76.78839961,74.33156059,1.276146561,79.79074014,75.1522576,0.5,0.004448746,0.0,0,-0.00986339323792337,0,,0,0,0
2019-02-07,9050000,191.6320007,189.400893,185.9074814,80.33434826,3.493411562,201.3900545,166.7939467,6.529998779,0.01117466,78.54199982,78.00068352,77.01717701,67.37335122,0.983506513,80.09949019,74.42651003,1.949996948,0.010300638,0.0,0,0.00024101436060777002,1,,0,0,0
2019-02-08,15297000,193.7919983,196.452172,195.9704698,24.92420711,0.481702231,208.1368026,190.9881974,-9.339996338,0.013885009,80.94600067,81.00425931,80.36458767,35.32333917,0.63967164,83.25717333,78.8728285,-1.63999939,0.009304805,0.0,0,-0.01315734789202661,0,,0,0,0
2019-02-10,16151700,177.1400024,180.8053501,183.5088192,24.97082965,-2.703469111,195.028426,174.5295757,-13.53999329,0.013124255,79.80999908,80.06047649,80.10562469,30.13693738,-0.0451482,82.378224,79.01177691,-3.0,0.010896867,0.0,0,0.01294388137779083,1,,0,0,0
2019-02-12,11503400,200.4199982,198.3693173,195.1059541,72.332856,3.263363207,203.6125367,188.432463,4.599990845,0.00850012,87.85200043,87.19992192,85.97003998,56.02604931,1.229881941,88.80105818,84.67294161,-0.339996338,0.007684136,0.0,0,-0.00866800446541747,0,,0,0,0
2019-03-04,27391100,169.7359985,168.6731398,167.5434884,55.2937426,1.129651334,175.6092027,160.2567962,8.099990845,0.012744217,74.68799896,74.02202873,72.75261641,69.72070391,1.269412314,76.29259452,69.8514042,2.629997253,0.012975682,0.0,0,0.0033652282942110796,1,,0,0,0
2019-03-05,14575400,193.8419983,189.075956,182.9176275,77.69884735,6.158328484,198.8143987,169.1855998,17.19000244,0.019904291,78.54799957,78.1838462,76.94036974,75.69620691,1.243476459,79.84698599,75.42401163,1.019996643,0.005230333,0.0,0,0.0017138280369987699,1,,0,0,0
2019-03-06,56059600,178.2259979,180.0272082,182.0898199,30.07106193,-2.062611652,195.965411,171.7275883,-21.15000916,0.02780926,72.27599945,73.27380288,74.45678282,37.59260345,-1.182979938,78.15172068,70.79127935,-4.75,0.010806657,-0.2139839927355448,1,0.00561682852118257,1,-0.2139839927355448,0,0,0
2019-03-07,10246100,193.5399994,190.6007551,186.7439641,80.19589353,3.856791079,202.0708625,169.0161386,9.720001221,0.010967136,78.99199982,78.32365505,77.24553416,68.77112702,1.078120898,80.21977041,74.9222294,2.279998779,0.010427926,-0.2342592949668566,1,-0.01370690695874568,0,-0.2241216438512007,0,0,0
2019-03-09,9779400,183.3380005,183.5099393,185.8606299,41.29810225,-2.350690646,190.0066258,177.7793727,-3.779998779,0.013959954,78.79000092,78.76220877,78.89878586,46.7692174,-0.136577087,80.53266975,76.3683297,-0.910003662,0.014632111,-0.55610191822052,1,-0.00899720430875107,0,-0.3347817353076405,-1,0,0
2019-03-10,16086300,176.9940033,180.5860662,183.2029811,37.073817,-2.616914893,194.2976899,174.108313,-10.75999451,0.016283463,79.50399933,79.93424901,80.04150418,39.47363797,-0.107255175,82.32795806,78.82904267,-2.220001221,0.011913781,0.0,0,-0.01054187941552725,0,-0.3347817353076405,0,0,0
2019-03-12,11595300,200.226001,198.4386542,195.3810692,61.68727134,3.057585079,203.8905375,188.5644628,1.420013428,0.008038709,87.50800018,87.03531812,85.98188866,47.58308487,1.053429459,88.72956202,84.84643743,-1.370002747,0.008016606,-0.2610626286930508,1,-0.01873553539495506,0,-0.316351958653993,0,0,0
2019-03-13,11973300,171.2180023,169.2052909,167.3706447,74.9345379,1.834646216,174.8071955,157.1748021,10.55999756,0.014590333,70.97399902,70.87307034,70.01481674,70.2479495,0.858253597,72.30191267,68.70308611,1.13999939,0.008813246,-0.947724997997284,1,-0.00457403556738575,0,-0.4997872099694278,-1,0,1
2019-03-14,18037400,171.426001,169.3537074,167.5780042,64.74359462,1.775703204,175.2533079,157.3386888,8.720001221,0.016023776,71.47999878,71.10029005,70.18779316,66.10171682,0.912496886,72.49660457,68.84839437,1.489997864,0.008675962,-0.2657046318054199,1,-0.00240347997963266,0,-0.5076485441790687,0,0,0
2019-03-15,37135400,170.7019989,168.8346748,167.4596332,52.30196499,1.375041639,175.2886378,157.5063589,3.699996948,0.018654682,72.11599884,71.39101433,70.39536388,67.9144363,0.995650447,72.80645441,68.93054434,1.650001526,0.008822057,-0.3423342347145081,1,-0.00098807213019709,0,-0.4542066233025656,-1,0,0
2019-03-18,37524200,168.3819977,167.547802,166.9418827,44.70485544,0.605919293,175.4178333,157.1741634,-6.899993896,0.018831155,72.51399994,71.6847049,70.61052234,68.80422061,1.074182562,73.18079386,68.92420492,2.230003357,0.008569149,-0.5082966751522489,1,0.00362686246128542,1,-0.4650246336725023,-1,0,0
2019-03-19,25611500,166.3119995,166.6281412,166.543966,48.19453936,0.084175272,175.4538001,157.0661981,-9.689987183,0.016826856,72.85799866,71.95628829,70.82085379,70.42737716,1.135434502,73.51608257,68.96991596,2.589996338,0.008319154,-0.2600976824760437,1,0.00378163656541143,1,-0.4648316444291008,0,0,0
2019-03-20,20211500,164.726001,166.4453507,166.4621909,55.41384869,-0.016840236,175.4427004,157.3652983,-7.069992065,0.018914426,73.06799927,72.15532086,71.00079055,70.42737716,1.154530316,73.74230586,69.09669256,2.760002136,0.008057159,-0.2381276041269302,1,0.00025991027480598,1,-0.3229121656550301,0,0,0
