Date,Volume,SMA_5,EMA_12,EMA_26,RSI_14,MACD,BB_upper,BB_lower,Momentum_10,Volatility_10d,SMA_5_XLK,EMA_12_XLK,EMA_26_XLK,RSI_14_XLK,MACD_XLK,BB_upper_XLK,BB_lower_XLK,Momentum_10_XLK,Volatility_10d_XLK,Return_5d,y_5d
2019-07-09,9249800,75.42664947509766,74.57321223218135,73.4698029126667,63.335003314291136,1.103409319514654,76.39872329089567,71.25562470104768,0.014784989600828302,0.009599465645591486,75.42664947509766,74.57321223218135,73.4698029126667,63.335003314291136,1.103409319514654,76.39872329089567,71.25562470104768,0.014784989600828302,0.009599465645591486,0.012936190014966042,1
2019-07-10,10108600,75.57050018310547,74.78458862930368,73.65331075717113,66.11969337139905,1.1312778721325571,76.6628117719801,71.32759731615465,0.04193729836730231,0.006722927174734683,75.57050018310547,74.78458862930368,73.65331075717113,66.11969337139905,1.1312778721325571,76.6628117719801,71.32759731615465,0.04193729836730231,0.006722927174734683,0.0023680637971836838,1
2019-07-11,11352200,75.65567321777344,75.0071244512828,73.84425599531905,67.38984691008177,1.1628684559637605,76.90011809780955,71.49529358431934,0.034682049200359444,0.006306077523803595,75.65567321777344,75.0071244512828,73.84425599531905,67.38984691008177,1.1628684559637605,76.90011809780955,71.49529358431934,0.034682049200359444,0.006306077523803595,0.0060833132584563465,1
2019-07-12,7753400,75.88092041015625,75.28133214913233,74.06242032805872,69.7888142875305,1.218911821073604,77.21590164400398,71.61866180204093,0.03959057383618991,0.006412133021599861,75.88092041015625,75.28133214913233,74.06242032805872,69.7888142875305,1.218911821073604,77.21590164400398,71.61866180204093,0.03959057383618991,0.006412133021599861,-0.005546177576639777,0
2019-07-15,6286000,76.27272491455078,75.55265951418468,74.28334919427456,70.84558103628889,1.2693103199101188,77.42217732640579,71.9402723195903,0.04318299393992486,0.006261772269107623,76.27272491455078,75.55265951418468,74.28334919427456,70.84558103628889,1.2693103199101188,77.42217732640579,71.9402723195903,0.04318299393992486,0.006261772269107623,0.0025798051718299853,1
2019-07-16,8005700,76.46767578125,75.67159099066829,74.43463548442668,64.05283334807586,1.236955506241614,77.38598281441774,72.42676971854125,0.017280365255015084,0.0061332847662258876,76.46767578125,75.67159099066829,74.43463548442668,64.05283334807586,1.236955506241614,77.38598281441774,72.42676971854125,0.017280365255015084,0.0061332847662258876,0.017606968458333982,1
2019-07-17,6708000,76.50364532470704,75.74165491991343,74.55999630267372,62.276284599561784,1.1816586172397052,77.44366643865436,72.66937677423627,0.01195169869553303,0.00626940304692583,76.50364532470704,75.74165491991343,74.55999630267372,62.276284599561784,1.1816586172397052,77.44366643865436,72.66937677423627,0.01195169869553303,0.00626940304692583,0.028716434430176685,1
2019-07-18,8022000,76.59639282226563,75.88829400299767,74.71813057358389,65.24282802792104,1.1701634294137762,77.58033385639565,72.86337494487388,0.011735376823934107,0.006245035195975212,76.59639282226563,75.88829400299767,74.71813057358389,65.24282802792104,1.1701634294137762,77.58033385639565,72.86337494487388,0.011735376823934107,0.006245035195975212,0.016905276297278782,1
2019-07-19,11679700,76.51121520996094,75.96141591419514,74.84001619226518,62.17144132766464,1.1213997219299614,77.69966101573246,72.93408379627925,0.00925611848025265,0.006423449986734006,76.51121520996094,75.96141591419514,74.84001619226518,62.17144132766464,1.1213997219299614,77.69966101573246,72.93408379627925,0.00925611848025265,0.006423449986734006,0.023546406839836553,1
2019-07-22,6924700,76.55096740722657,76.15869362098063,75.01806840086041,66.66249922476095,1.1406252201202136,77.93316906555891,73.01383105651139,0.028737518370877124,0.006439902791173454,76.55096740722657,76.15869362098063,75.01806840086041,66.66249922476095,1.1406252201202136,77.93316906555891,73.01383105651139,0.028737518370877124,0.006439902791173454,0.011271581212642046,1
2019-07-23,5505400,76.81974029541016,76.39113745655993,75.21447656022232,68.60469712113834,1.1766608963376086,78.21898501067857,73.06966016144058,0.030770925562864537,0.006493285934248431,76.81974029541016,76.39113745655993,75.21447656022232,68.60469712113834,1.1766608963376086,78.21898501067857,73.06966016144058,0.030770925562864537,0.006493285934248431,-0.0007311174407608201,0
2019-07-24,9257100,77.2569595336914,76.68682442049963,75.44400442407014,71.3234660628389,1.242819996429489,78.40986865672507,73.4210532793101,0.031152500576118625,0.00652529557837251,77.2569595336914,76.68682442049963,75.44400442407014,71.3234660628389,1.242819996429489,78.40986865672507,73.4210532793101,0.031152500576118625,0.00652529557837251,-0.023927350700047922,0
2019-07-25,9923400,77.51626892089844,76.88752157057601,75.63269712569429,68.14599187073985,1.25482444488172,78.55554756222958,73.70692573488955,0.023091429647172257,0.0068999240591216034,77.51626892089844,76.88752157057601,75.63269712569429,68.14599187073985,1.25482444488172,78.55554756222958,73.70692573488955,0.023091429647172257,0.0068999240591216034,-0.024875658878571905,0
2019-07-26,11120200,77.87588653564453,77.08354509810458,75.8200287830141,68.93495034121426,1.2635163150904845,78.68481981035431,74.00730970624726,0.017869636709571424,0.006672245205792837,77.87588653564453,77.08354509810458,75.8200287830141,68.93495034121426,1.2635163150904845,78.68481981035431,74.00730970624726,0.017869636709571424,0.006672245205792837,-0.042862008039780575,0
